item1,item2,value1,value2,value3,value4,value5,value6,value7,value8
"108年 1月",新竹縣,62,30,31,1,0,0,0,1.61
"108年 1月",宜蘭縣,62,49,13,0,0,0,0,0
"108年 1月",高雄市,248,0,86,138,24,0,0,65.32
"108年 1月",臺南市,124,6,60,41,17,0,0,46.77
"108年 1月",臺中市,155,65,76,14,0,0,0,9.03
"108年 1月",桃園市,124,68,52,4,0,0,0,3.23
"108年 1月",臺北市,155,94,61,0,0,0,0,0
"108年 1月",新北市,279,167,111,1,0,0,0,0.36
"108年 1月",總計,1859,668,778,346,67,0,0,22.22
108年,連江縣,365,113,160,75,17,0,0,25.21
108年,金門縣,364,94,183,71,16,0,0,23.9
108年,嘉義市,365,118,168,68,11,0,0,21.64
108年,新竹市,359,187,139,29,4,0,0,9.19
108年,基隆市,359,227,124,7,1,0,0,2.23
108年,澎湖縣,365,193,143,21,8,0,0,7.95
108年,花蓮縣,365,310,50,5,0,0,0,1.37
108年,臺東縣,365,337,28,0,0,0,0,0
108年,屏東縣,1081,466,367,206,41,1,0,22.94
108年,嘉義縣,730,236,361,121,12,0,0,18.22
108年,雲林縣,717,207,336,140,34,0,0,24.27
108年,南投縣,720,231,338,134,17,0,0,20.97
108年,彰化縣,728,274,380,68,6,0,0,10.16
108年,苗栗縣,729,344,339,44,2,0,0,6.31
108年,新竹縣,729,386,282,53,8,0,0,8.37
108年,宜蘭縣,717,562,151,3,1,0,0,0.56
108年,高雄市,2914,936,1235,622,120,1,0,25.5
108年,臺南市,1452,450,666,297,39,0,0,23.14
108年,臺中市,1824,824,784,193,22,1,0,11.84
108年,桃園市,1452,818,551,74,9,0,0,5.72
108年,臺北市,1817,1140,613,60,4,0,0,3.52
108年,新北市,3258,1970,1145,132,11,0,0,4.39
108年,總計,21775,10423,8543,2423,383,3,0,12.9
"107年 12月",連江縣,31,8,21,2,0,0,0,6.45
"107年 12月",金門縣,31,8,17,4,2,0,0,19.35
"107年 12月",嘉義市,31,8,18,4,1,0,0,16.13
"107年 12月",新竹市,31,15,10,6,0,0,0,19.35
"107年 12月",基隆市,31,26,5,0,0,0,0,0
"107年 12月",澎湖縣,31,18,11,2,0,0,0,6.45
"107年 12月",花蓮縣,31,30,1,0,0,0,0,0
"107年 12月",臺東縣,31,30,1,0,0,0,0,0
"107年 12月",屏東縣,93,28,25,37,3,0,0,43.01
"107年 12月",嘉義縣,62,12,35,15,0,0,0,24.19
"107年 12月",雲林縣,62,17,32,12,1,0,0,20.97
"107年 12月",南投縣,62,16,36,9,1,0,0,16.13
"107年 12月",彰化縣,62,33,19,10,0,0,0,16.13
"107年 12月",苗栗縣,62,33,22,7,0,0,0,11.29
"107年 12月",新竹縣,62,40,18,3,1,0,0,6.45
"107年 12月",宜蘭縣,62,55,7,0,0,0,0,0
"107年 12月",高雄市,248,3,140,89,16,0,0,42.34
"107年 12月",臺南市,124,10,88,21,5,0,0,20.97
"107年 12月",臺中市,155,91,49,15,0,0,0,9.68
"107年 12月",桃園市,124,79,31,14,0,0,0,11.29
"107年 12月",臺北市,155,113,42,0,0,0,0,0
"107年 12月",新北市,279,199,74,6,0,0,0,2.15
"107年 12月",總計,1860,872,702,256,30,0,0,15.38
"107年 11月",連江縣,30,7,22,1,0,0,0,3.33
"107年 11月",金門縣,30,4,26,0,0,0,0,0
"107年 11月",嘉義市,30,2,18,8,2,0,0,33.33
"107年 11月",新竹市,30,13,15,2,0,0,0,6.67
"107年 11月",基隆市,30,23,7,0,0,0,0,0
"107年 11月",澎湖縣,30,11,18,1,0,0,0,3.33
"107年 11月",花蓮縣,30,30,0,0,0,0,0,0
"107年 11月",臺東縣,30,30,0,0,0,0,0,0
"107年 11月",屏東縣,89,28,27,28,6,0,0,38.2
"107年 11月",嘉義縣,60,5,39,13,3,0,0,26.67
"107年 11月",雲林縣,60,10,30,16,4,0,0,33.33
"107年 11月",南投縣,60,5,33,19,3,0,0,36.67
"107年 11月",彰化縣,59,17,29,13,0,0,0,22.03
"107年 11月",苗栗縣,60,19,33,8,0,0,0,13.33
"107年 11月",新竹縣,60,33,25,2,0,0,0,3.33
"107年 11月",宜蘭縣,60,56,4,0,0,0,0,0
"107年 11月",高雄市,240,11,104,101,23,1,0,52.08
"107年 11月",臺南市,120,7,68,35,10,0,0,37.5
"107年 11月",臺中市,150,62,60,26,2,0,0,18.67
"107年 11月",桃園市,120,78,34,6,2,0,0,6.67
"107年 11月",臺北市,150,111,34,5,0,0,0,3.33
"107年 11月",新北市,270,195,64,11,0,0,0,4.07
"107年 11月",總計,1798,757,690,295,55,1,0,19.52
"107年 10月",連江縣,31,3,9,11,7,1,0,61.29
"107年 10月",金門縣,31,1,12,11,7,0,0,58.06
"107年 10月",嘉義市,31,0,12,16,3,0,0,61.29
"107年 10月",新竹市,31,7,22,2,0,0,0,6.45
"107年 10月",基隆市,31,13,14,3,1,0,0,12.9
"107年 10月",澎湖縣,31,2,14,8,7,0,0,48.39
"107年 10月",花蓮縣,31,19,11,1,0,0,0,3.23
"107年 10月",臺東縣,31,25,6,0,0,0,0,0
"107年 10月",屏東縣,93,14,29,39,11,0,0,53.76
"107年 10月",嘉義縣,62,4,26,25,7,0,0,51.61
"107年 10月",雲林縣,62,5,24,25,8,0,0,53.23
"107年 10月",南投縣,61,2,30,21,8,0,0,47.54
"107年 10月",彰化縣,62,11,30,17,4,0,0,33.87
"107年 10月",苗栗縣,62,13,39,10,0,0,0,16.13
"107年 10月",新竹縣,62,26,27,8,1,0,0,14.52
"107年 10月",宜蘭縣,62,38,20,4,0,0,0,6.45
"107年 10月",高雄市,248,1,73,126,43,5,0,70.16
"107年 10月",臺南市,124,0,48,58,18,0,0,61.29
"107年 10月",臺中市,155,35,80,35,5,0,0,25.81
"107年 10月",桃園市,124,53,53,17,1,0,0,14.52
"107年 10月",臺北市,155,76,70,8,1,0,0,5.81
"107年 10月",新北市,279,125,119,31,4,0,0,12.54
"107年 10月",總計,1859,473,768,476,136,6,0,33.24
"107年 9月",連江縣,30,8,15,6,1,0,0,23.33
"107年 9月",金門縣,30,6,19,3,2,0,0,16.67
"107年 9月",嘉義市,30,12,17,0,1,0,0,3.33
"107年 9月",新竹市,30,7,21,2,0,0,0,6.67
"107年 9月",基隆市,30,18,12,0,0,0,0,0
"107年 9月",澎湖縣,30,15,13,1,1,0,0,6.67
"107年 9月",花蓮縣,30,29,1,0,0,0,0,0
"107年 9月",臺東縣,30,29,1,0,0,0,0,0
"107年 9月",屏東縣,89,46,37,6,0,0,0,6.74
"107年 9月",嘉義縣,60,11,46,1,2,0,0,5
"107年 9月",雲林縣,60,13,41,5,1,0,0,10
"107年 9月",南投縣,60,25,32,2,1,0,0,5
"107年 9月",彰化縣,60,11,40,9,0,0,0,15
"107年 9月",苗栗縣,60,13,42,5,0,0,0,8.33
"107年 9月",新竹縣,60,32,26,2,0,0,0,3.33
"107年 9月",宜蘭縣,60,53,7,0,0,0,0,0
"107年 9月",高雄市,240,90,129,21,0,0,0,8.75
"107年 9月",臺南市,120,44,70,3,3,0,0,5
"107年 9月",臺中市,150,53,90,7,0,0,0,4.67
"107年 9月",桃園市,120,47,64,9,0,0,0,7.5
"107年 9月",臺北市,150,85,59,6,0,0,0,4
"107年 9月",新北市,270,163,90,17,0,0,0,6.3
"107年 9月",總計,1799,810,872,105,12,0,0,6.5
"107年 8月",連江縣,31,17,12,2,0,0,0,6.45
"107年 8月",金門縣,31,12,16,3,0,0,0,9.68
"107年 8月",嘉義市,31,26,5,0,0,0,0,0
"107年 8月",新竹市,31,19,12,0,0,0,0,0
"107年 8月",基隆市,31,25,6,0,0,0,0,0
"107年 8月",澎湖縣,31,28,3,0,0,0,0,0
"107年 8月",花蓮縣,31,28,3,0,0,0,0,0
"107年 8月",臺東縣,31,31,0,0,0,0,0,0
"107年 8月",屏東縣,93,83,10,0,0,0,0,0
"107年 8月",嘉義縣,61,44,17,0,0,0,0,0
"107年 8月",雲林縣,62,44,16,2,0,0,0,3.23
"107年 8月",南投縣,62,46,16,0,0,0,0,0
"107年 8月",彰化縣,61,40,21,0,0,0,0,0
"107年 8月",苗栗縣,62,34,28,0,0,0,0,0
"107年 8月",新竹縣,62,45,17,0,0,0,0,0
"107年 8月",宜蘭縣,62,51,11,0,0,0,0,0
"107年 8月",高雄市,247,217,30,0,0,0,0,0
"107年 8月",臺南市,124,111,13,0,0,0,0,0
"107年 8月",臺中市,155,111,43,1,0,0,0,0.65
"107年 8月",桃園市,124,64,60,0,0,0,0,0
"107年 8月",臺北市,155,96,58,1,0,0,0,0.65
"107年 8月",新北市,279,194,83,2,0,0,0,0.72
"107年 8月",總計,1857,1366,480,11,0,0,0,0.59
"107年 7月",連江縣,31,15,15,1,0,0,0,3.23
"107年 7月",金門縣,31,19,10,2,0,0,0,6.45
"107年 7月",嘉義市,31,24,6,1,0,0,0,3.23
"107年 7月",新竹市,31,17,14,0,0,0,0,0
"107年 7月",基隆市,31,23,6,2,0,0,0,6.45
"107年 7月",澎湖縣,31,30,1,0,0,0,0,0
"107年 7月",花蓮縣,31,31,0,0,0,0,0,0
"107年 7月",臺東縣,31,31,0,0,0,0,0,0
"107年 7月",屏東縣,93,75,18,0,0,0,0,0
"107年 7月",嘉義縣,62,40,22,0,0,0,0,0
"107年 7月",雲林縣,62,37,22,3,0,0,0,4.84
"107年 7月",南投縣,62,42,16,3,1,0,0,6.45
"107年 7月",彰化縣,62,30,29,3,0,0,0,4.84
"107年 7月",苗栗縣,62,32,27,2,1,0,0,4.84
"107年 7月",新竹縣,60,40,20,0,0,0,0,0
"107年 7月",宜蘭縣,62,50,12,0,0,0,0,0
"107年 7月",高雄市,248,203,45,0,0,0,0,0
"107年 7月",臺南市,124,91,32,1,0,0,0,0.81
"107年 7月",臺中市,155,96,43,11,5,0,0,10.32
"107年 7月",桃園市,124,77,46,1,0,0,0,0.81
"107年 7月",臺北市,155,117,38,0,0,0,0,0
"107年 7月",新北市,279,210,64,4,1,0,0,1.79
"107年 7月",總計,1858,1330,486,34,8,0,0,2.26
"107年 6月",連江縣,30,13,9,5,3,0,0,26.67
"107年 6月",金門縣,30,14,12,4,0,0,0,13.33
"107年 6月",嘉義市,30,18,8,3,1,0,0,13.33
"107年 6月",新竹市,30,20,8,2,0,0,0,6.67
"107年 6月",基隆市,30,21,7,0,2,0,0,6.67
"107年 6月",澎湖縣,30,19,6,3,2,0,0,16.67
"107年 6月",花蓮縣,30,25,3,2,0,0,0,6.67
"107年 6月",臺東縣,30,28,1,1,0,0,0,3.33
"107年 6月",屏東縣,90,64,17,6,3,0,0,10
"107年 6月",嘉義縣,60,28,23,7,2,0,0,15
"107年 6月",雲林縣,58,26,19,8,5,0,0,22.41
"107年 6月",南投縣,60,36,15,6,3,0,0,15
"107年 6月",彰化縣,60,26,31,1,2,0,0,5
"107年 6月",苗栗縣,60,21,30,5,4,0,0,15
"107年 6月",新竹縣,60,44,14,0,2,0,0,3.33
"107年 6月",宜蘭縣,60,41,16,1,2,0,0,5
"107年 6月",高雄市,240,166,53,17,4,0,0,8.75
"107年 6月",臺南市,120,74,34,12,0,0,0,10
"107年 6月",臺中市,150,83,36,22,9,0,0,20.67
"107年 6月",桃園市,120,73,37,8,2,0,0,8.33
"107年 6月",臺北市,150,95,43,8,4,0,0,8
"107年 6月",新北市,270,163,77,22,8,0,0,11.11
"107年 6月",總計,1798,1098,499,143,58,0,0,11.18
"107年 5月",連江縣,31,3,18,9,1,0,0,32.26
"107年 5月",金門縣,31,6,21,4,0,0,0,12.9
"107年 5月",嘉義市,31,15,14,2,0,0,0,6.45
"107年 5月",新竹市,31,15,16,0,0,0,0,0
"107年 5月",基隆市,31,5,22,4,0,0,0,12.9
"107年 5月",澎湖縣,31,23,8,0,0,0,0,0
"107年 5月",花蓮縣,31,27,3,1,0,0,0,3.23
"107年 5月",臺東縣,31,30,1,0,0,0,0,0
"107年 5月",屏東縣,93,56,33,4,0,0,0,4.3
"107年 5月",嘉義縣,62,24,33,5,0,0,0,8.06
"107年 5月",雲林縣,62,21,29,10,2,0,0,19.35
"107年 5月",南投縣,62,23,31,7,1,0,0,12.9
"107年 5月",彰化縣,62,15,45,1,1,0,0,3.23
"107年 5月",苗栗縣,62,16,44,2,0,0,0,3.23
"107年 5月",新竹縣,62,10,52,0,0,0,0,0
"107年 5月",宜蘭縣,62,26,35,1,0,0,0,1.61
"107年 5月",高雄市,248,143,80,23,2,0,0,10.08
"107年 5月",臺南市,124,70,48,6,0,0,0,4.84
"107年 5月",臺中市,155,69,72,13,1,0,0,9.03
"107年 5月",桃園市,124,24,95,5,0,0,0,4.03
"107年 5月",臺北市,155,32,110,13,0,0,0,8.39
"107年 5月",新北市,279,40,199,38,2,0,0,14.34
"107年 5月",總計,1860,693,1009,148,10,0,0,8.49
"107年 4月",連江縣,30,0,16,12,1,1,0,46.67
"107年 4月",金門縣,30,0,14,12,4,0,0,53.33
"107年 4月",嘉義市,30,4,15,11,0,0,0,36.67
"107年 4月",新竹市,30,1,21,8,0,0,0,26.67
"107年 4月",基隆市,30,5,20,5,0,0,0,16.67
"107年 4月",澎湖縣,30,7,20,3,0,0,0,10
"107年 4月",花蓮縣,30,19,10,1,0,0,0,3.33
"107年 4月",臺東縣,30,25,5,0,0,0,0,0
"107年 4月",屏東縣,90,25,46,17,2,0,0,21.11
"107年 4月",嘉義縣,60,5,27,27,1,0,0,46.67
"107年 4月",雲林縣,59,5,22,28,4,0,0,54.24
"107年 4月",南投縣,60,4,31,23,2,0,0,41.67
"107年 4月",彰化縣,60,5,31,24,0,0,0,40
"107年 4月",苗栗縣,60,6,32,21,1,0,0,36.67
"107年 4月",新竹縣,60,4,39,16,1,0,0,28.33
"107年 4月",宜蘭縣,60,16,42,2,0,0,0,3.33
"107年 4月",高雄市,240,32,131,71,6,0,0,32.08
"107年 4月",臺南市,120,16,74,30,0,0,0,25
"107年 4月",臺中市,150,22,72,46,10,0,0,37.33
"107年 4月",桃園市,118,10,75,30,3,0,0,27.97
"107年 4月",臺北市,150,21,112,15,2,0,0,11.33
"107年 4月",新北市,270,24,202,38,6,0,0,16.3
"107年 4月",總計,1797,256,1057,440,43,1,0,26.93
"107年 3月",連江縣,31,1,25,5,0,0,0,16.13
"107年 3月",金門縣,31,0,21,8,2,0,0,32.26
"107年 3月",嘉義市,31,3,14,13,1,0,0,45.16
"107年 3月",新竹市,31,3,21,5,2,0,0,22.58
"107年 3月",基隆市,31,17,13,1,0,0,0,3.23
"107年 3月",澎湖縣,31,6,23,2,0,0,0,6.45
"107年 3月",花蓮縣,31,26,5,0,0,0,0,0
"107年 3月",臺東縣,31,26,5,0,0,0,0,0
"107年 3月",屏東縣,93,30,26,25,12,0,0,39.78
"107年 3月",嘉義縣,62,3,26,26,7,0,0,53.23
"107年 3月",雲林縣,62,3,24,28,7,0,0,56.45
"107年 3月",南投縣,62,3,31,26,2,0,0,45.16
"107年 3月",彰化縣,62,4,36,17,5,0,0,35.48
"107年 3月",苗栗縣,62,4,39,17,2,0,0,30.65
"107年 3月",新竹縣,62,13,37,10,2,0,0,19.35
"107年 3月",宜蘭縣,62,36,24,2,0,0,0,3.23
"107年 3月",高雄市,248,11,96,131,10,0,0,56.85
"107年 3月",臺南市,124,11,59,49,5,0,0,43.55
"107年 3月",臺中市,155,19,89,40,7,0,0,30.32
"107年 3月",桃園市,123,37,63,21,2,0,0,18.7
"107年 3月",臺北市,155,77,70,4,4,0,0,5.16
"107年 3月",新北市,279,98,157,18,6,0,0,8.6
"107年 3月",總計,1859,431,904,448,76,0,0,28.19
"107年 2月",連江縣,28,2,18,7,1,0,0,28.57
"107年 2月",金門縣,28,0,17,9,2,0,0,39.29
"107年 2月",嘉義市,28,2,11,11,4,0,0,53.57
"107年 2月",新竹市,28,3,17,8,0,0,0,28.57
"107年 2月",基隆市,28,10,17,1,0,0,0,3.57
"107年 2月",澎湖縣,28,3,24,1,0,0,0,3.57
"107年 2月",花蓮縣,28,26,2,0,0,0,0,0
"107年 2月",臺東縣,28,27,1,0,0,0,0,0
"107年 2月",屏東縣,84,26,31,23,4,0,0,32.14
"107年 2月",嘉義縣,56,3,25,25,3,0,0,50
"107年 2月",雲林縣,56,3,26,25,2,0,0,48.21
"107年 2月",南投縣,56,2,29,23,2,0,0,44.64
"107年 2月",彰化縣,56,3,33,19,1,0,0,35.71
"107年 2月",苗栗縣,56,10,39,7,0,0,0,12.5
"107年 2月",新竹縣,56,10,38,8,0,0,0,14.29
"107年 2月",宜蘭縣,56,39,17,0,0,0,0,0
"107年 2月",高雄市,224,5,97,104,18,0,0,54.46
"107年 2月",臺南市,112,6,52,48,6,0,0,48.21
"107年 2月",臺中市,140,36,80,24,0,0,0,17.14
"107年 2月",桃園市,112,26,70,16,0,0,0,14.29
"107年 2月",臺北市,140,55,81,4,0,0,0,2.86
"107年 2月",新北市,252,61,172,19,0,0,0,7.54
"107年 2月",總計,1680,358,897,382,43,0,0,25.3
"107年 1月",連江縣,31,11,15,3,2,0,0,16.13
"107年 1月",金門縣,31,7,15,7,2,0,0,29.03
"107年 1月",嘉義市,31,3,17,7,4,0,0,35.48
"107年 1月",新竹市,31,17,13,1,0,0,0,3.23
"107年 1月",基隆市,31,26,5,0,0,0,0,0
"107年 1月",澎湖縣,31,19,11,0,1,0,0,3.23
"107年 1月",花蓮縣,31,29,2,0,0,0,0,0
"107年 1月",臺東縣,31,31,0,0,0,0,0,0
"107年 1月",屏東縣,93,31,31,19,12,0,0,33.33
"107年 1月",嘉義縣,62,13,38,11,0,0,0,17.74
"107年 1月",雲林縣,62,8,39,13,2,0,0,24.19
"107年 1月",南投縣,62,5,41,10,6,0,0,25.81
"107年 1月",彰化縣,62,21,34,7,0,0,0,11.29
"107年 1月",苗栗縣,62,28,29,5,0,0,0,8.06
"107年 1月",新竹縣,62,39,21,2,0,0,0,3.23
"107年 1月",宜蘭縣,62,54,8,0,0,0,0,0
"107年 1月",高雄市,248,9,114,93,32,0,0,50.4
"107年 1月",臺南市,124,19,70,27,8,0,0,28.23
"107年 1月",臺中市,155,92,51,12,0,0,0,7.74
"107年 1月",桃園市,124,84,40,0,0,0,0,0
"107年 1月",臺北市,155,115,40,0,0,0,0,0
"107年 1月",新北市,279,194,85,0,0,0,0,0
"107年 1月",總計,1860,855,719,217,69,0,0,15.38
107年,連江縣,365,88,195,64,16,2,0,22.47
107年,金門縣,365,77,200,67,21,0,0,24.11
107年,嘉義市,365,117,155,76,17,0,0,25.48
107年,新竹市,365,137,190,36,2,0,0,10.41
107年,基隆市,365,212,134,16,3,0,0,5.21
107年,澎湖縣,365,181,152,21,11,0,0,8.77
107年,花蓮縣,365,319,41,5,0,0,0,1.37
107年,臺東縣,365,343,21,1,0,0,0,0.27
107年,屏東縣,1093,506,330,204,53,0,0,23.51
107年,嘉義縣,729,192,357,155,25,0,0,24.69
107年,雲林縣,727,192,324,175,36,0,0,29.02
107年,南投縣,729,209,341,149,30,0,0,24.55
107年,彰化縣,728,216,378,121,13,0,0,18.41
107年,苗栗縣,730,229,404,89,8,0,0,13.29
107年,新竹縣,728,336,334,51,7,0,0,7.97
107年,宜蘭縣,730,515,203,10,2,0,0,1.64
107年,高雄市,2919,891,1092,776,154,6,0,32.07
107年,臺南市,1460,459,656,290,55,0,0,23.63
107年,臺中市,1825,769,765,252,39,0,0,15.95
107年,桃園市,1457,652,668,127,10,0,0,9.4
107年,臺北市,1825,993,757,64,11,0,0,4.11
107年,新北市,3285,1666,1386,206,27,0,0,7.09
107年,總計,21885,9299,9083,2955,540,8,0,16.01
"106年 12月",連江縣,31,2,15,13,1,0,0,45.16
"106年 12月",金門縣,31,0,12,16,3,0,0,61.29
"106年 12月",嘉義市,31,0,18,9,4,0,0,41.94
"106年 12月",新竹市,31,15,12,4,0,0,0,12.9
"106年 12月",基隆市,31,23,6,2,0,0,0,6.45
"106年 12月",澎湖縣,31,10,20,1,0,0,0,3.23
"106年 12月",花蓮縣,31,24,6,1,0,0,0,3.23
"106年 12月",臺東縣,31,27,3,1,0,0,0,3.23
"106年 12月",屏東縣,93,26,31,29,7,0,0,38.71
"106年 12月",嘉義縣,62,2,37,22,1,0,0,37.1
"106年 12月",雲林縣,62,2,36,22,2,0,0,38.71
"106年 12月",南投縣,62,5,28,17,12,0,0,46.77
"106年 12月",彰化縣,62,16,31,11,4,0,0,24.19
"106年 12月",苗栗縣,62,20,36,6,0,0,0,9.68
"106年 12月",新竹縣,62,26,28,8,0,0,0,12.9
"106年 12月",宜蘭縣,62,46,14,2,0,0,0,3.23
"106年 12月",高雄市,248,0,107,120,21,0,0,56.85
"106年 12月",臺南市,124,1,80,36,7,0,0,34.68
"106年 12月",臺中市,155,64,69,16,6,0,0,14.19
"106年 12月",桃園市,124,72,38,14,0,0,0,11.29
"106年 12月",臺北市,155,99,48,8,0,0,0,5.16
"106年 12月",新北市,279,164,94,21,0,0,0,7.53
